Wage,Age,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,join_age,Preferred Foot,International Reputation,Weak Foot,Skill Moves,def_hi,def_low,def_mid,off_hi,off_low,off_mid,body_lean,body_normal,body_stocky,num2cat
14,-0.5087354036992507,-1.66196579008485,-0.8460178173231347,-0.02507465183218054,1.676192225636923,-0.2684134571931182,0.510466211017817,0.968275734510141,0.974208176985016,0.7284350184220679,0.9154192632802084,0.5145884384571452,0.7560339368961365,0.5736838258199347,-0.14790361581941033,1.1516811386844283,0.4019065733102023,1.2686380050145336,0.23564313166560394,0.7400425485981341,-0.8148817362189579,-0.6829892881616269,0.68192629951932,-0.4264945890054612,0.2405681046909854,0.9638191573187662,1.0760458183877653,1.3917039578768742,1.0072704135389123,0.19855015976288393,0.4393317415279341,0.31166844189181775,-1.1682346685620404,1.0,-0.33333333333333337,0.5,0.3333333333333335,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
37,0.5574765202213353,-0.6450286807672,-0.6772001228743896,0.2855847513983722,2.3444257604533796,-0.7542296693073591,2.4856369772676623,0.8080030898761617,1.1187800921619315,1.5129034997996798,1.8077936924017826,2.1669366353378865,1.8737187432895808,-1.3732069857861777,-2.1287556134007906,-0.14944345311528104,0.4019065733102023,0.6935527806199128,0.8100965372185683,-0.5615398233081315,-1.0734570831606034,-0.4385657187786315,2.026359310619841,0.3019630253999625,0.7734721340697527,1.3797066038425057,1.9845272785650534,1.5719598132777088,0.38590950631067866,-2.4708181853206925,0.6333583781648762,-1.1379522180701263,0.019685534798547063,-1.0,-1.0,0.5,-0.33333333333333326,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0
15,1.6236884441419215,-0.1365601261083693,-0.42397358120127315,0.2855847513983722,-0.32850837881244765,0.5817649140068034,0.15134425351784508,-1.4358139349995493,0.8296362618081005,1.277562955386396,1.6018611318352654,0.6522841215305403,-0.3616508694973078,-1.7625851481074002,-0.5440740153356863,-0.5397808306551939,-0.3241182042824232,0.0034505113463678553,1.4666147149933848,-0.8869354162846979,-0.6855940627481352,0.17249320467885687,1.130070636552827,-0.06226578180274937,-0.8252399540665493,0.5479317107950269,0.6722762805311928,1.3917039578768742,0.23056927950362024,0.9103817184518376,0.6333583781648762,0.49287102438706076,1.6827738195033695,1.0,-1.0,0.0,-0.33333333333333326,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0
4,1.0905824821816283,-1.66196579008485,-1.1836532062206224,-0.646393458293286,-0.41203757066450475,-1.1185918283930398,-0.5668996614820987,0.1669125113402443,0.10677668592352256,-1.4680767294352448,-0.25153191326338853,-1.1377597584235963,-0.5479316705628818,-0.2050724988225103,0.6444371832131418,1.9323558937642542,0.4019065733102023,1.72870618453023,0.23564313166560394,1.390833734551267,0.09013197807680126,-2.2717424891510967,-0.6625067115812011,-0.06226578180274937,0.4182027811505745,0.02807240264035273,-0.33714756411023833,-0.6812383792327262,0.541249733117737,-0.1573656195815929,-0.5308014416567761,-0.23193930559391124,1.445189778831252,1.0,-1.0,0.5,-0.33333333333333326,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
1,1.0905824821816283,0.3719084285504557,0.2512971965937049,0.5962441546289249,0.7573711152642948,-0.5113215632502387,0.510466211017817,0.1669125113402443,-0.03779522925339302,1.4344566516619184,1.8764378792572882,0.2391970723103549,0.19719153369941433,-0.3348652195962511,0.11620998385810705,-0.9301182081951067,-1.9576739538658308,-0.3416006232904046,0.8921613094404204,-0.12767903267270955,0.47799499848926946,0.5391285587533499,0.9806891908749914,0.3019630253999625,-2.2463173657432622,-0.17987132062151695,0.4703915116029066,1.0311922470752044,-0.23545140091755506,0.9103817184518376,-2.6650944446631386,-1.5003573830606123,1.445189778831252,1.0,-1.0,-0.5,-0.33333333333333326,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0
25,1.357135463161775,-0.6450286807672,-0.8460178173231347,0.44091445301364857,0.5903127315601805,-0.2684134571931182,0.6900271897678029,1.9299116023140173,-0.3269390596072242,0.9637755628353515,0.7094867027136913,-0.03619429383643536,0.010910732633840297,-0.5944506611437328,-1.2043580145294799,0.11078146524466086,0.5834127677083587,0.3485016459831403,0.8921613094404204,-1.5377266022378306,1.2537210393142058,-0.3163539340871338,1.3541428050695807,-0.4264945890054612,0.4182027811505745,1.2757347422115708,0.6722762805311928,-1.312133873135648,0.38590950631067866,-0.6912392885983082,0.24530510489099203,-0.41314188808915425,-0.4554825465456879,-1.0,-1.0,0.0,-0.33333333333333326,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
10,-1.574947327619837,-0.6450286807672,-1.0148355117718773,0.9069035578594776,1.0914878826725232,-0.02550535113599775,1.0491491472677748,0.0867761890232546,0.5404924314542693,0.5715413221465456,-0.045599352696871424,0.5145884384571452,0.9423147379617105,0.1843056634987122,0.24826678369686572,-0.019330993935310084,0.9464251565046715,0.5785357357409886,0.4818374483311601,-0.7784702186258423,-0.1684433688648442,-0.4385657187786315,0.5325448538414844,-0.1836753842036533,0.2405681046909854,0.4439598491640921,-0.33714756411023833,0.12991297007103045,-1.322832988566964,-0.3353235092538313,-0.3367748050198341,-0.23193930559391124,-0.9306506278899229,-1.0,-1.0,-0.5,-0.33333333333333326,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
15,0.02437055826104226,1.3888455378681057,1.179794516061802,1.3728926627053066,0.6738419234122377,1.5533973382352853,1.5878320835177326,-0.07349645561072475,0.974208176985016,1.277562955386396,-0.5261086606854113,1.6161539030443062,1.6874379422240067,-1.3732069857861777,-1.3364148143682384,-0.8000057490151358,2.2169685172917664,-1.2617369823217979,0.5639022205530122,0.6315773509392787,0.8658580189017376,1.2723992669023358,0.9806891908749914,1.273239844607194,2.0169148692868766,0.5479317107950269,1.0760458183877653,-0.6812383792327262,1.6286313207671461,2.334044835829745,1.9915448346234703,1.3988839368632757,-1.1682346685620404,1.0,-0.33333333333333337,0.0,-0.33333333333333326,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
37,0.5574765202213353,1.3888455378681057,0.504523738266824,-2.355020176061326,-1.9155630240015327,1.3104892321781647,-1.2851435764820425,-1.5960865796335286,-4.230380769383945,-2.017204666399573,-1.6930598372290082,-0.5869770261300159,-2.038178079087474,-2.8009269142973268,-2.392869213078308,-5.353941820314119,-0.5056243986805796,-4.137163104294902,-1.6518466294369933,-1.2123310092612642,-3.2713475321645897,1.639034620976829,-1.8575582770038865,0.9090110374044822,1.4840108399081091,-3.922858339335171,-0.7409171019668108,-0.41085459613147396,0.0752290526965618,0.19855015976288393,0.6333583781648762,0.49287102438706076,0.019685534798547063,1.0,-1.0,0.0,-0.9999999999999999,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
2,0.8240295012014819,-1.153497235426025,-0.42397358120127315,0.13025504978309582,0.17266677229989502,-1.1185918283930398,-0.9260216189820706,0.1669125113402443,-0.6160828899610553,0.8068818665598291,1.0527076369912198,-0.5869770261300159,-2.038178079087474,0.1843056634987122,0.7764939830519004,0.8914562203244866,-0.5056243986805796,1.1536209601356093,0.1535783594437519,0.3061817579627123,1.7708717331974968,-0.19414214939563612,-0.28905309738661183,0.05914382059815458,-0.8252399540665493,-0.9076743520380608,-0.33714756411023833,-0.6812383792327262,-0.08011117411049663,-1.047155067942785,-0.9188547149306602,-1.5003573830606123,1.2076057381591345,-1.0,-1.0,0.0,-0.9999999999999999,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
6,-1.574947327619837,-0.1365601261083693,-1.0148355117718773,-1.112382563139115,-0.32850837881244765,-2.697494517764323,-0.5668996614820987,0.006639866706264921,-0.6160828899610553,0.4930944740087844,-0.5947528475409171,-0.3115856599832256,-0.9204932726940299,0.8332692673674164,0.7764939830519004,0.37100638360460275,-1.594661565069518,0.3485016459831403,-0.7491341349966207,-0.9954006139435533,0.3487073250184467,-1.4162599963106128,-1.0359603257757903,-0.06226578180274937,-0.8252399540665493,-1.4275336601927349,-0.7409171019668108,-0.5009825238318913,-0.7014720813387304,-1.403070847287262,-2.0830145347523126,-1.3191548005653693,-0.9306506278899229,1.0,-1.0,0.5,-0.33333333333333326,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0
8,-1.574947327619837,-0.1365601261083693,0.08247950214496239,0.5962441546289249,0.005608388595780794,0.7032189670353637,0.6900271897678029,0.5675941229251926,0.8296362618081005,0.4930944740087844,0.02304483415863428,0.2391970723103549,1.1285955390272846,0.314098384272453,0.11620998385810705,0.8914562203244866,1.127931350902828,0.8085698254988369,0.23564313166560394,0.4146469556215678,-0.03915569539402147,-0.4385657187786315,-0.5878159887422832,-0.6693137938072691,0.5958374576101636,0.9638191573187662,0.9751034339236222,-0.861494234633561,1.0072704135389123,0.37650804943512234,-0.14274816838289206,-0.050736723098668245,-1.1682346685620404,-1.0,-1.0,0.0,-0.33333333333333326,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
16,-0.24218242271910426,-0.1365601261083693,0.8421591271643117,-0.02507465183218054,0.7573711152642948,0.9461270730924841,0.33090523226783103,-0.15363277792771443,0.39592051627735375,0.0224133851822174,1.1213518238467255,1.0653711707507256,-1.479335675890752,-0.07527977804876947,0.11620998385810705,-0.14944345311528104,-1.594661565069518,0.3485016459831403,-0.9953284516621769,-1.429261404578975,-0.9441694096897806,-0.19414214939563612,-0.7371974344201189,-1.8834098178163086,-1.0028746305261382,-0.5957587671452563,-1.750340946608242,-0.050342885329804354,-0.5461318545316719,1.4442553874685529,0.24530510489099203,0.31166844189181775,0.25726957547066454,-1.0,-1.0,0.0,-0.9999999999999999,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
44,0.5574765202213353,-0.6450286807672,-0.08633819230378278,-0.33573405506273324,0.924429498968409,0.8246730200639238,0.8695881685177889,1.6895026353630482,0.39592051627735375,1.0422224109731126,0.9154192632802084,0.9276754876773305,0.7560339368961365,0.314098384272453,-0.14790361581941033,0.5011188427845737,0.22040037891204595,0.46351869086206443,0.8921613094404204,0.19771656030385684,1.7708717331974968,0.9057639128278429,1.204761359391745,1.273239844607194,0.4182027811505745,1.3797066038425057,1.1769882028519083,1.0311922470752044,1.0072704135389123,-0.6912392885983082,-0.14274816838289206,-0.5943444705843972,-0.6930665872178055,1.0,-1.0,0.5,-0.33333333333333326,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0
285,0.8240295012014819,-0.6450286807672,1.179794516061802,2.92618967885807,2.010308993045151,1.6748513912638454,2.665197956017648,0.6477304452421824,3.1427869046387498,1.9051377404884855,1.1899960107022312,1.7538495861177013,4.1090883560764695,0.9630619881411572,0.7764939830519004,1.8022434345842833,3.3060056836807044,1.72870618453023,1.630744259437089,0.5231121532804233,1.7708717331974968,1.2723992669023358,1.204761359391745,1.637468651809906,2.727453575125233,2.5233970817827887,2.388296816421626,0.7608084639739523,3.026693362030672,0.37650804943512234,2.5736247445342966,2.6673020143299766,-1.4058187092341579,-1.0,1.0,0.5,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0
16,2.6899003680625073,0.8803769832092806,0.504523738266824,1.2175629610900303,-0.1614499951083334,0.8246730200639238,0.33090523226783103,0.727866767559172,-0.03779522925339302,1.199116107248635,-0.32017610011889425,1.0653711707507256,-0.17537006843173375,-3.7094759597135125,-1.7325852138845146,-1.5806805040949614,-0.14261200988426684,-0.686651757927177,0.9742260816622724,-0.453074625649276,-3.142059858693767,0.17249320467885687,1.204761359391745,0.05914382059815458,0.9511068105293418,-0.0758994589905821,-0.6399747175026677,0.4002967531722827,1.9393117743812631,-0.6912392885983082,1.2154382880757022,1.3988839368632757,2.8706940228639573,-1.0,-0.33333333333333337,0.0,-0.33333333333333326,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
4,1.357135463161775,-1.66196579008485,-2.53419476181058,0.5962441546289249,0.0891375804478379,-2.5760404647357626,-0.38733868273211275,0.006639866706264921,0.10677668592352256,-0.2913740073688273,-0.38882028697439996,-0.1738899769098305,-0.5479316705628818,1.3524401504623798,1.9650051816007286,2.062468352944225,1.127931350902828,2.0737573191670027,-0.4208750461092125,2.0416249205044,-0.03915569539402147,-4.471554613598054,-0.13967165170877618,-0.4264945890054612,-0.2923359246877819,-0.17987132062151695,-0.034320410717809,-0.861494234633561,-0.08011117411049663,0.9103817184518376,-1.1128813515676022,-1.5003573830606123,1.2076057381591345,1.0,-1.0,0.0,-0.33333333333333326,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
110,-0.24218242271910426,0.8803769832092806,0.8421591271643117,0.44091445301364857,1.2585462663766374,0.9461270730924841,1.4082711047677468,2.0901842469479965,0.6850643466311849,1.199116107248635,1.8077936924017826,0.7899798046039354,1.6874379422240067,-0.3348652195962511,-0.015846815980651643,-0.27955591229525195,1.6724499340972971,-0.686651757927177,1.794873803880793,0.3061817579627123,0.6072826719600922,1.0279756975193406,1.5035242507474162,0.5447822302017704,2.0169148692868766,1.4836784654734405,0.5713338960670497,1.4818318855772916,0.38590950631067866,1.6222132771407913,1.0214116514387601,1.2176813543680327,0.019685534798547063,1.0,-0.33333333333333337,0.5,-0.33333333333333326,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0
9,0.2909235392411888,0.8803769832092806,-1.1836532062206224,0.44091445301364857,0.3397251560040092,-0.146959404164558,0.510466211017817,-1.2755412903655698,0.5404924314542693,1.1206692591108738,1.6018611318352654,0.2391970723103549,0.9423147379617105,-0.2050724988225103,-1.4684716142069971,-0.5397808306551939,-0.14261200988426684,-0.9166858476850254,0.8921613094404204,0.4146469556215678,0.9951456923725603,-0.9274128575446221,1.204761359391745,1.15183024220629,-0.1147012482281928,0.7558754340568966,0.6722762805311928,1.3015760301764567,-0.7014720813387304,0.19855015976288393,0.24530510489099203,0.13046585939657476,0.7324376568148996,-1.0,-1.0,0.0,-0.33333333333333326,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
14,0.8240295012014819,0.8803769832092806,0.8421591271643117,0.13025504978309582,1.2585462663766374,1.3104892321781647,0.6900271897678029,1.1285483791441204,-0.03779522925339302,1.199116107248635,1.3272843844132427,0.7899798046039354,0.3834723347649884,0.05451294272497137,-0.015846815980651643,-0.019330993935310084,0.4019065733102023,-0.9166858476850254,0.5639022205530122,1.0654381415747005,1.1244333658433832,0.5391285587533499,0.9059984680360736,-1.3977714082126929,0.2405681046909854,0.8598472956878314,0.874161049459479,0.7608084639739523,0.23056927950362024,-1.2251129576150235,-1.1128813515676022,-1.8627625480510983,0.970021697487017,1.0,-0.33333333333333337,0.0,-0.33333333333333326,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
10,-1.0418413656595438,-0.6450286807672,-1.6056974423424841,0.13025504978309582,0.5067835397081234,0.09594870189256248,0.33090523226783103,0.32718515597422365,-0.03779522925339302,0.2577539295955009,0.9154192632802084,0.7899798046039354,-0.17537006843173375,0.05451294272497137,0.11620998385810705,-0.14944345311528104,-0.14261200988426684,0.23348460110421615,0.8100965372185683,0.3061817579627123,0.9951456923725603,-1.0496246422361197,0.9806891908749914,-0.1836753842036533,0.0629334282313963,0.5479317107950269,0.5713338960670497,0.4002967531722827,0.851930186731854,0.19855015976288393,0.24530510489099203,-0.050736723098668245,-0.4554825465456879,1.0,-1.0,0.0,-0.33333333333333326,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
7,0.02437055826104226,0.8803769832092806,0.504523738266824,-1.2677122647543915,-1.4979170647412472,0.8246730200639238,-1.1055825977320566,-1.5159502573165389,-2.4955177872609577,0.6499881702843068,-0.8693295949629398,-0.44928134305662076,-1.106774073759604,-1.3732069857861777,-1.4684716142069971,-0.9301182081951067,-0.8686367874768924,-0.686651757927177,0.23564313166560394,-0.7784702186258423,-3.2713475321645897,-0.19414214939563612,0.68192629951932,-0.4264945890054612,-0.2923359246877819,-2.155336691609279,-1.0437442553592402,-0.14047081303022177,-0.8568123081457888,0.37650804943512234,-0.14274816838289206,-0.23193930559391124,-0.6930665872178055,-1.0,-1.0,0.0,-0.9999999999999999,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0
4,0.02437055826104226,0.8803769832092806,0.504523738266824,-0.8017231599085624,0.924429498968409,-0.02550535113599775,-1.1055825977320566,0.006639866706264921,0.10677668592352256,-0.605161399919872,-0.6633970343964227,-0.3115856599832256,0.3834723347649884,-0.3348652195962511,0.3803235835356244,0.2408939244246318,-0.8686367874768924,-0.686651757927177,-0.17468072944365634,0.7400425485981341,0.8658580189017376,1.5168228362853313,0.5325448538414844,-0.3050849866045573,-1.7134133363644948,0.4439598491640921,0.0666219737463341,-0.23059874073063916,0.23056927950362024,-0.1573656195815929,-1.5009346248414863,-0.9567496355748832,0.25726957547066454,-1.0,-1.0,0.0,-0.33333333333333326,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0
22,-0.7752883846793973,0.3719084285504557,0.08247950214496239,-0.33573405506273324,-0.8296835299247903,0.5817649140068034,-0.2077777039821268,-0.8748596787806215,0.6850643466311849,-2.409438907088379,-1.281194716095974,-0.3115856599832256,-0.17537006843173375,1.7418183127836022,1.1726643825681764,-0.27955591229525195,0.4019065733102023,-0.22658357841148044,-2.71868866832107,-1.3207962069201198,0.219419651547624,-0.19414214939563612,-1.7081768313260508,0.05914382059815458,-0.1147012482281928,-0.28384318225245175,-0.23620517964609522,0.4904246808727001,-0.7014720813387304,0.02059227009064551,-0.5308014416567761,0.8552761893775468,-0.21789850587357043,1.0,-1.0,0.0,-0.33333333333333326,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0
11,1.357135463161775,-0.6450286807672,-0.6772001228743896,-0.1804043534474569,-1.7485046402974185,-0.02550535113599775,0.510466211017817,-0.6344507118296525,0.10677668592352256,-0.21292715923106612,-0.4574644738299056,1.340762536897516,-0.17537006843173375,-1.113621544238696,-1.2043580145294799,0.8914562203244866,-0.3241182042824232,0.9235868703777611,0.23564313166560394,0.08925136264500137,-0.6855940627481352,-0.4385657187786315,0.6072355766804023,0.18055342299905852,1.128741486988931,-1.4275336601927349,0.5713338960670497,0.22004089777144786,-0.3907916277246135,1.088339608124076,1.6034915613495864,0.49287102438706076,0.970021697487017,-1.0,-1.0,0.0,-0.33333333333333326,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
